Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;Age;Repair Threshold Status
7;10/24/19;1092917;1;ENG;New Zealand;10;L;Boreal ar jacket women;2016;2_Good;No;WBW 3L Membrane;Shoulders;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;3;above
70;11/4/19;1093039;1;EN;Australia;10;S;Atlantis comp hoody women;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper;;;all zippers, hood facing, neck pad, lining at cuffs, ;all,;neck,both cuffs, hood cord tunel, ;;;;;No;Yes;11;30% Discount;shell;15;above
92;11/6/19;1093047;1;EN;Australia;10;L;Boreal sl jacket men;2013;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;Replacement;shell;6;below
31;10/29/19;1093110;1;EN;Australia;10;XL;Apka men;2016;1_Used;Yes;K Fleece;;;;;;;;;;;;;;;;;;;;;Replace 70D and restitch hand and chest pocket zippers;;;;;;;;No;Yes;1;Repair;shell;3;below
38;10/30/19;1093232;1;EN;Australia;10;M;Boreal ar jacket men;2016;2_Good;Yes;WBW 3L Membrane;;;;;;;;;;;;;;;;back, sleeves;neck;;;;main zipper;;;;;;;;No;Yes;1;Repair;shell;3;below
192;11/22/19;1093373;1;EN;Australia;10;S;Boreal sl jacket women;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;both cuff, hem draw cord, hang tag;neck, ;;;;;No;Yes;5;Replacement;shell;10;below
312;12/10/19;1093392;1;EN;Australia;10;L;Boreal sl jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;right pocket zipper, ;;neck, ;;;;;No;Yes;5;Replacement;shell;7;below
49;10/31/19;1093693;1;EN;Australia;10;M;Labrador ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;replace main zipper;;;relam all pocket zippers, lining inside hand pockets, pocket bags, both cuffs,;replace all 70D,;;;;;;No;Yes;9;30% Discount;shell;13;below
71;11/4/19;1094023;1;EN;Australia;10;S;Ionian ar jacket women;2005;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper;;;all zippers, neck pad, hood facing, pocket bags, ;all, ;;;;;;No;Yes;9;30% Discount;shell;14;below
146;11/15/19;1094035;1;EN;Australia;10;S;Boreal sl jacket women;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hand pocket zippers, ;;;;;;;No;Yes;3;Replacement;shell;4;below
28;10/29/19;1094106;1;EN;Australia;10;M;Labrador ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Main zipper;;;pocket and chest zippers, arm pocket, laminated pocket;hem and powder skirt;;;;;;No;Yes;9;30% Discount;shell;13;below
32;10/29/19;1094275;1;EN;Australia;10;M;Labrador sv jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;cuffs;;neck, ;Main zipper;;;all zippers, laminated pockets, pocket bags,;all;pocket bags, ;;;;;No;Yes;11;30% Discount;shell;11;above
61;11/1/19;1094603;1;EN;Australia;10;L;Labrador ar jacket men;2005;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;laminated pocket, pocket bags, all pocket zippers, powder skirt, hood facing,;hem;both cuffs, pocket bags donuts, ;;;;;No;Yes;8;Repair;shell;14;below
132;11/13/19;1094628;1;EN;New Zealand;10;L;Atlantis sv jacket men;2012;2_Good;No;WBW 3L Membrane;shoulders, hood,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;7;above
50;10/31/19;1094658;1;EN;Australia;10;M;Red jacket men;2009;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Replace main zipper;;;Relam pit zips, hood facing, neck pad, ;All, ;Replace seam tape at cuffs, ;;;;;No;Yes;11;Repair;shell;10;above
342;12/13/19;1094672;1;EN;Australia;10;XL;Flores coat women;2013;2_Good;No;WBW 3L Membrane;font panels, side panels, arm pit;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
111;11/8/19;1094679;1;EN;Australia;10;M;Red parka women;2012;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;;;No;Yes;3;Repair;shell;7;below
52;10/31/19;1094779;1;EN;Australia;10;M;Boreal sv jacket women;2017;2_Good;No;WBW 3L Membrane;upper back, shoulders, font panels,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;2;above
21;10/28/19;1095301;1;ENG;Australia;10;M;Baliste lt jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;at hem;;;;;;No;Yes;3;Repair;shell;12;below
101;11/7/19;1095535;1;EN;Australia;10;S;Boreal lt jacket men;2013;2_Good;No;WBW 3L Membrane;Shoulders, neck, hood,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
24;10/28/19;1095576;1;ENG;Australia;10;M;Ross jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;cuff light, ;;;;;;all over;;;;;;all zippers, hood facing;all,;;;;;;No;Yes;6;Repair;shell;9;below
60;11/1/19;1095591;1;EN;Australia;10;M;Ionian ar jacket men;2014;2_Good;No;WBW 3L Membrane;shoulders, font panels, neck,;;;;;;;;;;;;;;;;;;;;;all zippers,;;;;;;;No;Yes;1003;Replacement;shell;5;above
93;11/6/19;1095648;1;EN;Australia;10;L;Boreal sl jacket men;2008;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, hood facing,;all, ;neck, both cuffs,;;;;;No;Yes;8;30% Discount;shell;11;below
18;10/28/19;1095700;1;ENG;Australia;10;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;Everywhere;;;;;;;;;;;;;;;front right panel;neck;;;;;;;;;;;;No;Yes;1000;Replacement;shell;3;above
40;10/30/19;1095771;1;EN;Australia;10;L;Boreal ar jacket women;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;neck;;main zipper;;;;;both cuffs,  neck;;;;;No;Yes;5;Repair;shell;4;below
53;10/31/19;1095849;1;EN;Australia;10;M;Boreal lt hybrid jacket women;2015;3_Excellent;No;WBW 3L Membrane;;sleeves, back;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;4;above
39;10/30/19;1095858;1;EN;Australia;10;M;Coral jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper;;powder skirt right side, ;;;;;;No;Yes;4;Repair;shell;2;below
15;10/25/19;1095863;1;ENG;New Zealand;10;XXL;Atlantis sl jacket men;2010;3_Excellent;No;WBW 3L Membrane;hood;;;;;;;;;left hand zipper;;;;;;;;;;;;all zippers, both cuffs;all;Neck, hood cord  tunnel;;;;;No;Yes;1008;Replacement;shell;9;above
16;10/25/19;1095893;1;ENG;New Zealand;10;XL;Levantine mx jacket men;2012;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;hem drew cord;;;;;;No;Yes;3;Repair;shell;7;below
20;10/28/19;1096158;1;ENG;Australia;10;M;Kara jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;left arm pocket;;;;;;;;;Main zipper;;;;all;;;;;;No;Yes;6;Repair;shell;5;below
76;11/4/19;1096201;1;EN;Australia;10;S;Atlantis sl jacket women;2007;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, all zippers, ;all,;;;;;;No;Yes;9;30% Discount;shell;12;below
114;11/8/19;1096305;1;EN;Australia;10;S;Red jacket women;2009;1_Used;No;WBW 3L Membrane;;;;;;;;;;;cuffs, arm pit, inside,;;;;;all over,;;;main zipper,;;;lining at cuffs,;;;;;;;No;Yes;9;30% Discount;shell;10;below
19;10/28/19;1096341;1;ENG;Australia;10;L;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;back, arm;;;;;;;;;;;;;;;;neck,;;;;;laminated pocket, pocket bags, pit zips, neck pad;all;neck, donuts pocket bags;;;;;No;Yes;1008;Replacement;shell;7;above
104;11/7/19;1096479;1;EN;Australia;10;S;Ionian ar jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, ;all, ;both cuffs, ;;;;;No;Yes;11;30% Discount;shell;13;above
90;11/6/19;1096774;1;EN;Australia;10;M;Boreal ar jacket men;2011;2_Good;No;WBW 3L Membrane;arm pit, both cuffs,;;;;;;;;;;;;;;;;neck, ;;;;;all zippers, hood facing, laminated pocket, pocket bags, ;all, ;both cuffs, neck, ;;;;;No;Yes;1008;Replacement;shell;8;above
275;12/4/19;1096777;1;EN;Australia;10;S;Boreal ar jacket men;2017;2_Good;No;WBW 3L Membrane;lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;2;above
47;10/31/19;1096783;1;EN;Australia;10;L;Atlantis lt jacket men;2008;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;all;both cuffs, neck, hood cord tunel, pocket bags donuts;;;;;No;Yes;8;Repair;shell;11;below
89;11/6/19;1096802;1;EN;Australia;10;M;Boreal ar jacket women;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;left arm pit, ;;;;;;;;neck, ;;;main zipper, right pocket, ;all pocket zippers, ;;both cuffs, ;;;;;No;Yes;6;Repair;shell;5;below
118;11/12/19;1096809;1;EN;Australia;10;L;Boreal lt hybrid jacket men;2014;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;main zipper, ;;;;;;;No;Yes;6;Replacement;shell;5;below
33;10/29/19;1096897;1;EN;Australia;10;XL;Boreal sl jacket women;2010;1_Used;No;WBW 3L Membrane;;;;;;;;front panel;;;;;;;;cuffs;;;;;;;all;neck,hood;;;;;No;Yes;8;30% Discount;shell;9;below
230;11/27/19;1097022;1;EN;Australia;10;XS;Atlantis sv jacket women;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;laminated pocket, pocket bags, collar, all zippers, ;all, ;both cuffs, neck, ;;;;;No;Yes;8;Repair;shell;9;below
85;11/5/19;1097058;1;EN;Australia;10;M;Labrador ar jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;arm pocket;;;;;;;;;;;front panels, ;;neck, ;main zipper,;;;laminated pocket, hood facing, arm pocket zipper, ;all, ;neck, colar, ;;;;;No;Yes;1011;30% Discount;shell;11;above
84;11/5/19;1097064;1;EN;Australia;10;M;Boreal ar jacket women;2016;2_Good;No;WBW 3L Membrane;arm pit, arm, ;;;;;;;;;;;;;;;;;;;;right pocket,;;;;;;;;No;Yes;1001;Replacement;shell;3;above
72;11/4/19;1097103;1;EN;Australia;10;M;Boreal ar jacket women;2012;1_Used;No;WBW 3L Membrane;cuffs, neck,;;;;;;;;;;at arm pit;;;;;;;;;;;laminated pockets, all zippers, ;all, ;neck, pocket bag donus,  pit zip donuts, ;;;;;No;Yes;1011;30% Discount;shell;7;above
54;10/31/19;1097116;1;EN;Australia;10;S;Labrador ar jacket men;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;pocke zip garages,;;;;;;;neck, ;;Replace main zipper, ;;;chest and arm pocket zipper and screen, laminated pocket, cuffs lining, ;all, ;neck, pocket bags donuts;;;;;No;Yes;11;30% Discount;shell;12;above
95;11/6/19;1097214;1;EN;Australia;10;M;Boreal ar jacket women;2010;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;arm pits,;;;;;;;;neck,;;;;laminated pocket, ;all,;both cuffs, neck,;;;;;No;Yes;1008;30% Discount;shell;9;above
63;11/1/19;1097516;1;EN;Australia;10;S;Boreal sl jacket women;2013;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all;;;;;;No;Yes;3;Replacement;shell;6;below
423;1/2/20;1097552;1;EN;Australia;10;XS;Ionian ar jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;arm pits, ;;;;;;;;;;;;all zippers, hood facing, lam pocket, ;all including donut inside hand pockets, ;both cuffs, pocket bags, neck,  arm pit donuts, ;;;;;No;Yes;8;Repair;shell;8;below
59;11/1/19;1097612;1;EN;Australia;10;M;Tasman lt men;2018;2_Good;No;Down Loft;;;;;;;;;;;right pocket;;;;front panel, ;;;;;;;;;;;;;;No;No;9;50% Discount;shell;1;below
68;11/4/19;1097744;1;EN;Australia;10;M;Atlantis sl hybrid jacket men;2012;2_Good;No;WBW 2L Membrane;;;;;;;front panels, ;;;;;;;;;;;;;;;;all;;;;;;No;Yes;3;Replacement;shell;7;below
74;11/4/19;1097749;1;EN;Australia;10;L;Red jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, powder skirt;all,;both cuffs, neck, hood cord tunel;;;;;No;Yes;8;Repair;shell;7;below
96;11/6/19;1097755;1;EN;Australia;10;S;Levantine lt women;2008;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;all, including arm pit and cuffs, hood facing, hang tag,;pocket bags donuts,;;;;;No;Yes;5;Repair;shell;11;below
48;10/31/19;1097777;1;EN;Australia;10;XXL;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;Shoulders, arms ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;5;above
99;11/7/19;1097803;1;EN;Australia;10;M;Boreal sl jacket women;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;All,;neck, ;;;;;No;Yes;5;Replacement;shell;9;below
121;11/12/19;1097822;1;EN;Australia;10;XL;Timore men;2018;2_Good;No;K Fleece;;;;;;;;right panel front, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;1;below
529;1/20/20;1097860;1;EN;Australia;2;L;Boreal sl jacket men;2012;2_Good;No;WBW 2L Membrane;hood, neck, ;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;1005;Replacement;shell;8;above
44;10/30/19;1098570;1;EN;Australia;10;L;Red jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;lower back, right side;;;;;;relam all pocket zippers, pocket bags, hood facing;replace all 70D;Replace seam tape at neck;;;;;No;Yes;8;Repair;shell;8;below
73;11/4/19;1098640;1;EN;Australia;10;L;Red jacket women;2009;1_Used;No;WBW 3L Membrane;;;;;;;;;;cuffs, ;;front panels, side panels, arm pit, ;;;;;;;main zipper, ;;;all zippers, ;all, ;;;;;;No;Yes;15;30% Discount;shell;10;above
81;11/5/19;1098903;1;EN;Australia;10;M;Atlantis sl jacket women;2011;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, cufs, lining, ;all, ;neck, ;;;;;No;No;8;30% Discount;shell;8;below
58;11/1/19;1099022;1;EN;Australia;10;M;Atlantis sv jacket women;2011;1_Used;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;neck, ;;;;;pocket zippers, hood facing, ;all;neck, pocket bags donuts, ;;;;;No;Yes;1008;30% Discount;shell;8;above
57;11/1/19;1099025;1;EN;Australia;10;M;Ionian sl hybrid jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;front panels, ;;;;;;;;;;;;;;all zippers, ;all;;;;;;No;Yes;9;Replacement;shell;8;below
172;11/20/19;1099045;1;EN;Australia;10;M;Atlantis lt jacket women;2007;2_Good;No;WBW 3L Membrane;neck,;;;;;;;;;;;;;;;;neck, ;;;;;laminated pocket;all, ;both cuffs, pocket bag donuts left side, neck, ;;;;;No;Yes;1008;Repair;shell;12;above
62;11/1/19;1099147;1;EN;Australia;10;S;Mediterranean lt women;2014;1_Used;No;K Fleece;;;;;;;;;;;;;;;;front panels, back, sleeves, ;;;;;right pocket,;;;;tuck and sew both cuffs,;;;;No;Yes;1;Repair;shell;5;below
97;11/6/19;1099170;1;EN;Australia;10;S;Bering sl jacket;2012;2_Good;No;WBW 3L Membrane;cuffs,;;;;;;;;;;both cuffs, hem,;;;;;right arm, ;;;main zipper,;;;;;;;;;;No;Yes;1006;Repair;shell;7;above
66;11/1/19;1099604;1;EN;Australia;10;M;Levantine mx jacket men;2002;2_Good;No;WBW 3L Membrane;;;;;;;;hem drew cord, ;;;hem drew cord, ;;;;;front panels,;;;;;;arm pocket, ;;;;;;;No;Yes;9;30% Discount;shell;17;below
435;1/3/20;1099629;1;EN;Australia;10;M;Adreatic jacket women;2008;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;arm pit zip, hood facing, ;all, ;both cuffs, ;;;;;No;Yes;11;Repair;shell;12;above
173;11/20/19;1099655;1;EN;Australia;10;S;Hercules men;2007;3_Excellent;No;K Fleece;delamination;;;;;;;;;;;;;;;;;;;;;both cuffs, collar;;;;;;;No;Yes;1003;30% Discount;shell;12;above
155;11/18/19;1099840;1;EN;Australia;10;M;Tasman sl men;2017;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;2;below
98;11/7/19;1099863;1;EN;Australia;10;XL;Ionian ar jacket men;2015;2_Good;No;WBW 3L Membrane;front panels, arm pit, arms, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;4;above
100;11/7/19;1099981;1;EN;Australia;10;XL;Boreal sl jacket men;2008;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;lining cuffs, hoo facing,;All,;;;;;;No;Yes;6;Replacement;shell;11;below
78;11/5/19;1100060;1;EN;Australia;10;M;Atlantis sv jacket women;2014;2_Good;No;WBW 3L Membrane;arms, front panls, shoulders,;;;;;;;;;inside back, ;;;;;;;;;;;;;all, ;;;;;;No;Yes;1003;Replacement;shell;5;above
377;12/18/19;1100268;1;EN;Australia;10;S;Boreal ar jacket women;2007;3_Excellent;No;WBW 3L Membrane;arm pits, ;;;;;;;;;;;;;;;;everywhere, ;;main zipper, ;;;hood facing, all zippers, lam pocket, pocket bags, ;all, ;neck, pocket bag donuts, arm pit donuts, ;;;;;No;Yes;1011;Repair;shell;12;above
120;11/12/19;1100625;1;EN;Australia;10;L;Levantine lt jacket men;2016;2_Good;No;K Fleece;;;;;;;;front right panel, ;;;;;;;;;;;;;;laminated pocket, ;;;;;;;No;No;6;50% Discount;shell;3;below
426;1/2/20;1100634;1;EN;Australia;10;XL;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;arms, font panels, hem, ;;;;;;;;;;;;;;;;;;;;No;Yes;6;50% Discount;shell;6;below
86;11/5/19;1100654;1;EN;Australia;10;L;Boreal ar jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;;;;right arm, ;;;;;;;;front panels, ;;;main zipper,;;;all zippers, laminated pocket, hood facing, lining both cuffs,;hang tag, ;both cuffs, pocket bag donuts, arm pit zips,;;;;;No;Yes;14;30% Discount;shell;11;above
117;11/8/19;1100767;1;EN;Australia;10;L;Boreal sl jacket men;2015;0_Trashed;No;WBW 2L Membrane;hood, ;;;;;;;;;inside front panels, ;;;;front panel, ;;all over,;;;;;;neck pad, ;;neck,;;;;;No;Yes;1008;Replacement;shell;4;above
190;11/21/19;1100876;1;EN;Australia;10;M;Atlantis sl hybrid jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all,;neck;;;;;No;Yes;5;Replacement;shell;7;below
115;11/8/19;1101097;1;EN;Australia;10;XL;Levantine ar jacket men;2011;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;hem dra cord, ;;;;;;No;Yes;3;Repair;shell;8;below
249;11/29/19;1101113;1;EN;Australia;10;M;Ionian ar jacket men;2007;2_Good;No;WBW 3L Membrane;hood, ;;;;;;;;;;;;;;;;;everywhere, ;main zipper, ;;;neck pad, hood facing, all zippers, pocket bags, laminated pockets,;all, including inner pocket donuts;pocket bags donuts, neck, ;;;;;No;Yes;1011;30% Discount;shell;12;above
187;11/21/19;1101144;1;EN;Australia;10;M;Laccadive women;2017;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;2;below
152;11/15/19;1101199;1;EN;Australia;10;L;Mediterranean lt women;2010;1_Used;Yes;K Fleece;;;;;;;;;;;;;;;;;;;;;main zipper,;;;;;;;;No;Yes;1;Repair;shell;9;below
184;11/21/19;1101300;1;EN;Australia;10;LK;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all,;neck, ;;;;;No;Yes;5;Replacement;shell;8;below
112;11/8/19;1101312;1;EN;Australia;10;XXL;Adreatic jacket men;2006;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;left arm pit;;laminated pocket left, hood facing,;all, ;both cuffs, ;;;;;No;Yes;13;Repair;shell;13;above
106;11/7/19;1101315;1;EN;Australia;10;M;Boreal sl jacket men;2015;2_Good;No;WBW 2L Membrane;neck, ;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;1003;Replacement;shell;4;above
157;11/18/19;1101418;1;EN;Australia;10;S;Atlantis sv jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;All, including donuts inside pockets, ;;;;;;No;Yes;6;Repair;shell;7;below
225;11/27/19;1101455;1;EN;Australia;10;XS;Boreal sl jacket women;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;;No;Yes;3;Replacement;shell;8;below
186;11/21/19;1101976;1;EN;Australia;10;M;Boreal ar jacket women;2010;1_Used;No;WBW 3L Membrane;delamination at neck, ;;;;;;;;;;;;;;;;;neck, colar,;;;;laminated pocket, ;al, ;neck,  pocket bag donuts, ;;;;;No;Yes;1008;30% Discount;shell;9;above
110;11/8/19;1102363;1;EN;Australia;10;L;Barasc jacket men;2009;2_Good;No;WBW 3L Membrane;Gore delam arm pit, ;;;;;;;;;;;;;;;;;;main zipper, ;;;all pocket zippers, pocket bags, ;all, ;pocket bags donuts, ;;;;;No;Yes;1011;30% Discount;shell;10;above
109;11/8/19;1102370;1;EN;Australia;10;L;Atlantis fl jacket men;2012;2_Good;No;WBW 3L Membrane;hood, neck, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;7;above
181;11/20/19;1102738;1;EN;Australia;10;M;Boreal sl jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;Replacement;shell;7;below
130;11/13/19;1102915;1;EN;Australia;10;S;Atlantis sl jacket men;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all,;;;;;;No;Yes;3;Replacement;shell;10;below
116;11/8/19;1102979;1;EN;Australia;10;XL;Atlantis sl jacket women;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck,;;;;;No;Yes;5;Replacement;shell;10;below
119;11/12/19;1102983;1;EN;Australia;10;L;Boreal sl jacket women;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, ;;neck,;;;;;No;Yes;5;Replacement;shell;8;below
123;11/12/19;1102986;1;EN;Australia;10;L;Boreal ar jacket men;2010;2_Good;No;K Fleece;;;;;;;;;;;;;;;;back, ;neck;;;;;right pocket bag, neck pad, hood facing, ;all, ;both cuffs, neck, pocket bag donuts, ;;;;;No;Yes;8;Repair;shell;9;below
151;11/15/19;1102989;1;EN;Australia;10;M;Atlantis sv jacket women;2012;2_Good;No;WBW 3L Membrane;back, neck , shoulders,;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;7;above
147;11/15/19;1103017;1;EN;Australia;10;S;Labrador ar jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;lining both cuffs, hood facing, hem drewcord, laminated pocket, all pokcet zippers, ;All 70D,  powder skirt,;both cuffs, neck, hood garage, pocket bags donuts, ;;;;;No;Yes;11;30% Discount;shell;13;above
108;11/8/19;1103022;1;EN;Australia;10;L;Boreal ar jacket men;2007;2_Good;No;WBW 3L Membrane;arm pits, ;;;;;;;;;;;;;;;;all over,;;;;;all zippers, neck pad, hood facing, lam pocket, pocket bags, ;all, ;neck, logo,;;;;;No;Yes;1008;30% Discount;shell;12;above
102;11/7/19;1103241;1;EN;Australia;10;S;Boreal ar jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;al zippers, pocket bags, neck pad, laminated pocket, hood facing. ;all, ;both cuffs, pocket bags and arm pit donuts, ;;;;;No;Yes;11;30% Discount;shell;13;above
283;12/5/19;1103265;1;EN;Australia;10;L;Boreal lt hybrid jacket women;2013;2_Good;No;WBW 2L Membrane;;left shoulder, right shoulder, ;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
127;11/13/19;1103296;1;EN;Australia;10;M;Boreal lt jacket women;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;neck, ;;;;;laminated pocket inside right hand pocket, laminated pocket, ;all, ;both cuffs, donut pocket bags, ;;;;;No;Yes;8;Repair;shell;10;below
240;11/28/19;1103306;1;EN;Australia;10;M;Boreal lt jacket women;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;right pocket bag, left pocket bag, all zippers,;all 70D,;neck, pocket bag donuts, arm pit zips donuts, both cuffs, collar garage,;;;;;No;Yes;8;Repair;shell;10;below
191;11/21/19;1103391;1;EN;Australia;10;M;Molucca lt hybrid jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;arm pit zips,;all, ;;;;;;No;Yes;6;Replacement;shell;4;below
156;11/18/19;1103413;1;EN;Australia;10;XL;Boreal sl jacket men;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Replacement;shell;2;below
126;11/13/19;1103532;1;EN;Australia;10;M;Ionian ar jacket women;2008;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;neck, ;main zipper, both cuffs lining, ;;;all pocket zippers, arm pit, ;all including donuts inside pockets, ;both cuffs, laminated pocket, arm pit donuts, neck, ;;;;;No;Yes;11;30% Discount;shell;11;above
